,Name,Psychometrics,Presentation,Date,Location
16,MATTHAEUS STICKENS,55/100,24/32,2019/03/05,London Academy
17,JACQUELIN CLAMPIN,51/100,19/32,2019/03/05,London Academy
18,FRANNIE DOBY,65/100,16/32,2019/03/05,London Academy
19,JESSE TIRON,59/100,19/32,2019/03/05,London Academy
20,MORDECAI CHAUNCE,49/100,21/32,2019/03/05,London Academy
21,JOHNNY SHEA,57/100,22/32,2019/03/05,London Academy
22,REG MCREYNOLD,53/100,20/32,2019/03/05,London Academy
23,DEERDRE MUSSARD,57/100,22/32,2019/03/05,London Academy
24,PEN TULLEY,48/100,24/32,2019/03/05,London Academy
25,PHINEAS PURTON,50/100,22/32,2019/03/05,London Academy
26,AVROM HARLOWE,47/100,16/32,2019/03/05,London Academy
27,VANNIE HOUNSOME,59/100,23/32,2019/03/05,London Academy
0,ANTHIATHIA GUIRAU,52/100,22/32,2019/11/05,London Academy
1,GARRY NORNASELL,63/100,21/32,2019/11/05,London Academy
2,EZEKIEL HIMSWORTH,54/100,15/32,2019/11/05,London Academy
3,CHRYSA GUILDFORD,58/100,23/32,2019/11/05,London Academy
4,FRASCO EKKEL,58/100,20/32,2019/11/05,London Academy
5,CHANCEY PARTON,49/100,23/32,2019/11/05,London Academy
6,MARSHAL DARYCOTT,60/100,25/32,2019/11/05,London Academy
7,ZILVIA BYRCHER,60/100,23/32,2019/11/05,London Academy
8,JOICE STENNET,65/100,20/32,2019/11/05,London Academy
9,TYLER TRAYNOR,59/100,18/32,2019/11/05,London Academy
10,SAY KLEINHAUSEN,54/100,21/32,2019/11/05,London Academy
11,LYNDSEY RELPH,60/100,23/32,2019/11/05,London Academy
12,GIGI LAYNE,57/100,13/32,2019/11/05,London Academy
13,HILTON VEDSTRA,50/100,15/32,2019/11/05,London Academy
14,JESSIE PLAMPEYN,55/100,17/32,2019/11/05,London Academy
15,CIRSTOFORO KERSLAKE,64/100,19/32,2019/11/05,London Academy
16,JESSE TEN BROEK,59/100,23/32,2019/11/05,London Academy
17,MICHEL GOUTH,61/100,22/32,2019/11/05,London Academy
18,FRIEDRICK YEATES,60/100,19/32,2019/11/05,London Academy
19,RONICA MARTYNIKHIN,62/100,25/32,2019/11/05,London Academy
20,THAYNE TUNNICK,47/100,24/32,2019/11/05,London Academy
21,FARLIE BUKOWSKI,55/100,23/32,2019/11/05,London Academy
22,HARRIOT TOLCHARD,52/100,17/32,2019/11/05,London Academy
23,ELVA BOLDERO,56/100,20/32,2019/11/05,London Academy
24,FREDRICK GILLER,51/100,20/32,2019/11/05,London Academy
0,ARVY MYRKUS,65/100,26/32,2019/09/05,Birmingham Academy
1,CORABELLA ABELLS,55/100,19/32,2019/09/05,Birmingham Academy
2,SHERIE VEREGAN,60/100,23/32,2019/09/05,Birmingham Academy
3,KERRY BEEDLE,46/100,26/32,2019/09/05,Birmingham Academy
4,CHILTON PALADINO,60/100,19/32,2019/09/05,Birmingham Academy
5,WALDEMAR PFEUFFER,46/100,18/32,2019/09/05,Birmingham Academy
6,MARIUS DE RECHTER,54/100,22/32,2019/09/05,Birmingham Academy
7,CARIN OVERSTALL,43/100,19/32,2019/09/05,Birmingham Academy
8,KEELIA BEINE,50/100,20/32,2019/09/05,Birmingham Academy
9,DOLLIE STAILEY,62/100,25/32,2019/09/05,Birmingham Academy
10,MYRVYN JEALOUS,61/100,25/32,2019/09/05,Birmingham Academy
11,SABINA SECKINGTON,47/100,13/32,2019/09/05,Birmingham Academy
12,DASI GOLDSTON,54/100,15/32,2019/09/05,Birmingham Academy
13,SASHA MACGAUGHY,52/100,24/32,2019/09/05,Birmingham Academy
14,TIPHANI BRIDGLAND,47/100,23/32,2019/09/05,Birmingham Academy
15,MEROLA JANCEY,52/100,20/32,2019/09/05,Birmingham Academy
16,WHITNEY HADLEE,52/100,19/32,2019/09/05,Birmingham Academy
17,CASEY PUTTEN,62/100,15/32,2019/09/05,Birmingham Academy
18,RUSSELL SHEREBROOK,62/100,22/32,2019/09/05,Birmingham Academy
19,UNA CALDICOT,62/100,17/32,2019/09/05,Birmingham Academy
20,COURTNEY ALDUS,56/100,13/32,2019/09/05,Birmingham Academy
21,STAVRO SHERRATT,49/100,15/32,2019/09/05,Birmingham Academy
22,VALDEMAR SMITHEN,63/100,24/32,2019/09/05,Birmingham Academy
23,RADDIE MAJOR,61/100,24/32,2019/09/05,Birmingham Academy
24,MATHILDA BURMAN,47/100,22/32,2019/09/05,Birmingham Academy
25,BUIRON PRESHO,63/100,15/32,2019/09/05,Birmingham Academy
26,VYKY FILIPIAK,58/100,26/32,2019/09/05,Birmingham Academy
27,DORETTE LANDALL,64/100,22/32,2019/09/05,Birmingham Academy
28,SUTHERLAN MEWE,60/100,18/32,2019/09/05,Birmingham Academy
29,MAISIE SKELTON,56/100,15/32,2019/09/05,Birmingham Academy
30,ANN IANNELLO,53/100,25/32,2019/09/05,Birmingham Academy
31,LEVY LANAHAN,42/100,23/32,2019/09/05,Birmingham Academy
0,GUS TRENOUTH,42/100,22/32,2019/08/06,London Academy
1,HUGIBERT MCLARDIE,46/100,21/32,2019/08/06,London Academy
2,AUBERT CICERONE,58/100,19/32,2019/08/06,London Academy
3,PHILLIS WABEY,60/100,20/32,2019/08/06,London Academy
4,DRUD TELLENBROK,55/100,24/32,2019/08/06,London Academy
5,ELLERY NANELLI,54/100,9/32,2019/08/06,London Academy
6,ALEDA VERDY,37/100,19/32,2019/08/06,London Academy
7,BERNY BOTLER,63/100,21/32,2019/08/06,London Academy
8,WINNIE LEWERENZ,57/100,20/32,2019/08/06,London Academy
9,LOELLA LONNON,55/100,24/32,2019/08/06,London Academy
10,GEORGE HUCKSTEPP,61/100,15/32,2019/08/06,London Academy
11,NEALY MACGILLESPIE,57/100,11/32,2019/08/06,London Academy
12,MARLOW GIOCANNONI,49/100,18/32,2019/08/06,London Academy
13,GENNY ZANIOLETTI,52/100,13/32,2019/08/06,London Academy
14,MIKE MILLIERE,60/100,21/32,2019/08/06,London Academy
15,NIL MACPAIKE,50/100,24/32,2019/08/06,London Academy
16,JESSIE PETRIELLO,62/100,15/32,2019/08/06,London Academy
17,GEORGE O'DUANE,50/100,17/32,2019/08/06,London Academy
18,RAVID LEYNINYE,57/100,19/32,2019/08/06,London Academy
19,NINETTA JOYCE,73/100,20/32,2019/08/06,London Academy
20,TRUDIE KIELLOR,61/100,22/32,2019/08/06,London Academy
21,MYLO SUDELL,52/100,17/32,2019/08/06,London Academy
22,BLAKELEY STROOD,51/100,21/32,2019/08/06,London Academy
23,BRONSON DYKAS,51/100,14/32,2019/08/06,London Academy
24,CYNTHIA JENNY,51/100,18/32,2019/08/06,London Academy
25,MADELEINE YOUNGLOVE,69/100,19/32,2019/08/06,London Academy
26,MAURITA SERGISON,42/100,29/32,2019/08/06,London Academy
27,CHARLEEN ANDROLLI,45/100,21/32,2019/08/06,London Academy
28,ELIAS JENTZSCH,38/100,20/32,2019/08/06,London Academy
29,ERDA LIDDEL,60/100,20/32,2019/08/06,London Academy
30,BRINN TREWHELA,60/100,23/32,2019/08/06,London Academy
31,CANDIS GAMET,45/100,17/32,2019/08/06,London Academy
32,BROSE MENGHI,57/100,25/32,2019/08/06,London Academy
0,KALINA GENTILE,50/100,19/32,2019/02/06,London Academy
1,KEAN PLOUGHWRIGHT,56/100,20/32,2019/02/06,London Academy
2,TOBIAH AISTROP,53/100,21/32,2019/02/06,London Academy
3,GIRAUD CASTARD,33/100,23/32,2019/02/06,London Academy
4,GAREY BISCHOP,56/100,16/32,2019/02/06,London Academy
5,SCOTTIE ORKNAY,68/100,18/32,2019/02/06,London Academy
6,ARLEY DANGL,59/100,17/32,2019/02/06,London Academy
7,CARY HEBERDEN,71/100,19/32,2019/02/06,London Academy
8,HUGHIE BAGGELLEY,60/100,23/32,2019/02/06,London Academy
9,TRIX BOWERBANK,50/100,21/32,2019/02/06,London Academy
10,ANDREW GIURIO,61/100,18/32,2019/02/06,London Academy
11,ANNIE ROSA,59/100,24/32,2019/02/06,London Academy
12,KATHARYN PANTON,61/100,13/32,2019/02/06,London Academy
13,SIGISMOND O'HEAGERTIE,57/100,23/32,2019/02/06,London Academy
14,OLIVIER VEAZEY,68/100,16/32,2019/02/06,London Academy
15,GUSSY MATHIAS,51/100,15/32,2019/02/06,London Academy
16,MONTAGUE CRAFT,62/100,14/32,2019/02/06,London Academy
17,BRYANTY CROAL,53/100,23/32,2019/02/06,London Academy
18,HILARY FOXEN,53/100,20/32,2019/02/06,London Academy
19,TURNER OLDRED,43/100,16/32,2019/02/06,London Academy
20,GIULIETTA CREADY,57/100,12/32,2019/02/06,London Academy
21,COSTA MACVEY,68/100,19/32,2019/02/06,London Academy
22,MARNI MUMBERSON,67/100,23/32,2019/02/06,London Academy
23,BRODERIC BRADICK,53/100,20/32,2019/02/06,London Academy
0,BETHANNE ESTE,57/100,22/32,2019/06/06,Birmingham Academy
1,JIMMIE DURKER,54/100,17/32,2019/06/06,Birmingham Academy
2,JOANNA THWAITE,59/100,20/32,2019/06/06,Birmingham Academy
3,FERNANDA HENDRICH,63/100,15/32,2019/06/06,Birmingham Academy
4,NICKOLAUS JEACOCKE,52/100,16/32,2019/06/06,Birmingham Academy
5,LYELL SANDELL,61/100,15/32,2019/06/06,Birmingham Academy
6,KINGSTON COMSTY,59/100,18/32,2019/06/06,Birmingham Academy
7,WAYLON CURRALL,40/100,19/32,2019/06/06,Birmingham Academy
8,GIUSTINA CATFORD,55/100,19/32,2019/06/06,Birmingham Academy
9,ELLIOT SARSFIELD,52/100,23/32,2019/06/06,Birmingham Academy
10,TATE COADE,53/100,18/32,2019/06/06,Birmingham Academy
11,CONRAD CHADNEY,61/100,21/32,2019/06/06,Birmingham Academy
12,NEVIL RICKERBY,50/100,15/32,2019/06/06,Birmingham Academy
13,HEROLD PRUDHAM,62/100,20/32,2019/06/06,Birmingham Academy
14,LANNA MILLEY,47/100,23/32,2019/06/06,Birmingham Academy
15,CORBY MCCAMBRIDGE,53/100,21/32,2019/06/06,Birmingham Academy
16,MYRVYN SUTHERNS,56/100,18/32,2019/06/06,Birmingham Academy
17,ATHENE BOZWORTH,56/100,23/32,2019/06/06,Birmingham Academy
18,BERKIE BRUSBY,61/100,21/32,2019/06/06,Birmingham Academy
19,CLARESTA POUNDFORD,38/100,19/32,2019/06/06,Birmingham Academy
20,LEEANNE ALLSEPP,60/100,22/32,2019/06/06,Birmingham Academy
21,KORE AMBURGY,61/100,21/32,2019/06/06,Birmingham Academy
22,GERY BECKENHAM,50/100,21/32,2019/06/06,Birmingham Academy
23,CLARKE WHITELOCK,59/100,27/32,2019/06/06,Birmingham Academy
24,BENEDIKT COHANI,63/100,20/32,2019/06/06,Birmingham Academy
25,ROMY MILES,46/100,17/32,2019/06/06,Birmingham Academy
26,WALLAS HACKET,57/100,16/32,2019/06/06,Birmingham Academy
27,AMALIA ORRIS,58/100,15/32,2019/06/06,Birmingham Academy
28,KENDELL RUPPELE,59/100,22/32,2019/06/06,Birmingham Academy
29,PEGGY HARIOT,63/100,15/32,2019/06/06,Birmingham Academy
30,QUINT PONTAIN,53/100,15/32,2019/06/06,Birmingham Academy
31,DARDA DI GIACOMO,54/100,24/32,2019/06/06,Birmingham Academy
32,WILT GOTLIFFE,56/100,23/32,2019/06/06,Birmingham Academy
33,SEYMOUR RODDA,54/100,20/32,2019/06/06,Birmingham Academy
34,WHITBY MC ILWRICK,63/100,26/32,2019/06/06,Birmingham Academy
0,CONSTANCIA TESAURO,52/100,15/32,2019/03/06,London Academy
1,LILIAN EYER,53/100,22/32,2019/03/06,London Academy
2,NEALL STUEHMEYER,56/100,23/32,2019/03/06,London Academy
3,SIBLEY FORREST,49/100,15/32,2019/03/06,London Academy
4,FARRIS GOGERTY,57/100,24/32,2019/03/06,London Academy
5,NIKOLETTA MCCAFFREY,61/100,16/32,2019/03/06,London Academy
6,OLIVIA DOBROWSKI,55/100,21/32,2019/03/06,London Academy
7,NATALINA NABBS,49/100,21/32,2019/03/06,London Academy
8,DIX DINAN,63/100,23/32,2019/03/06,London Academy
9,HALSY HURSTHOUSE,61/100,23/32,2019/03/06,London Academy
10,LATRINA SHINGLER,58/100,18/32,2019/03/06,London Academy
11,KIAL GOWDY,52/100,22/32,2019/03/06,London Academy
12,KLARIKA GUDGIN,51/100,13/32,2019/03/06,London Academy
13,HASKELL MCDONNELL,58/100,16/32,2019/03/06,London Academy
14,ELFREDA COLOMB,62/100,25/32,2019/03/06,London Academy
15,PAM HUPKA,58/100,23/32,2019/03/06,London Academy
16,KELLEN BROCKLEBANK,62/100,23/32,2019/03/06,London Academy
17,DYNA TALLBOY,54/100,20/32,2019/03/06,London Academy
18,VINCENZ MCGEOWN,52/100,16/32,2019/03/06,London Academy
19,PEBROOK KEARLE,53/100,14/32,2019/03/06,London Academy
20,VINSON FOOKS,54/100,26/32,2019/03/06,London Academy
21,MICKY MCCASKELL,55/100,15/32,2019/03/06,London Academy
22,GAYLE VINSEN,55/100,23/32,2019/03/06,London Academy
23,PRISCELLA MISKELLY,49/100,24/32,2019/03/06,London Academy
24,GLADYS ROOTE,58/100,23/32,2019/03/06,London Academy
25,TOBI SHORT,60/100,19/32,2019/03/06,London Academy
26,CHERIANNE RADDON,62/100,20/32,2019/03/06,London Academy
27,DAMIANO BASTEN,48/100,13/32,2019/03/06,London Academy
28,GAYLORD ALLEWAY,59/100,22/32,2019/03/06,London Academy
29,LYNEA HEUSTICE,52/100,22/32,2019/03/06,London Academy
0,KIMMI GRADDELL,50/100,23/32,2019/11/06,London Academy
1,XIMENES BECKERS,57/100,20/32,2019/11/06,London Academy
2,WARING ILSLEY,59/100,18/32,2019/11/06,London Academy
3,ABBI MULVIHILL,48/100,17/32,2019/11/06,London Academy
4,STEWART LOCK,58/100,20/32,2019/11/06,London Academy
5,FLORINDA EAKLE,69/100,14/32,2019/11/06,London Academy
6,CAROLA ANDREWS,65/100,19/32,2019/11/06,London Academy
7,ARCHIBOLD SPIKEINGS,51/100,19/32,2019/11/06,London Academy
8,ROSALINDA CLUTTEN,66/100,19/32,2019/11/06,London Academy
9,MOSE BOLLE,70/100,22/32,2019/11/06,London Academy
10,JEREMIE BOMPASS,43/100,19/32,2019/11/06,London Academy
11,TOBIAS WHITHORN,55/100,19/32,2019/11/06,London Academy
12,MURIEL BEARCOCK,57/100,14/32,2019/11/06,London Academy
13,BRENNA MCGROARTY,54/100,26/32,2019/11/06,London Academy
14,JOHNATH TUFTS,53/100,18/32,2019/11/06,London Academy
15,MERIDITH ALONSO,68/100,15/32,2019/11/06,London Academy
16,FRANKLIN PURSHOUSE,43/100,15/32,2019/11/06,London Academy
17,THEOBALD GEERLING,52/100,19/32,2019/11/06,London Academy
0,MICHEL LEBARREE,57/100,18/32,2019/08/07,London Academy
1,EDITHE DIMITROV,53/100,19/32,2019/08/07,London Academy
2,HASLETT STEET,61/100,22/32,2019/08/07,London Academy
3,JOURDAIN MCLARENS,52/100,14/32,2019/08/07,London Academy
4,SALVADOR ELMAN,62/100,14/32,2019/08/07,London Academy
5,IRITA LYPTRIT,58/100,24/32,2019/08/07,London Academy
6,EDVARD NORTHEN,54/100,22/32,2019/08/07,London Academy
7,ORALLA PEASGOOD,50/100,19/32,2019/08/07,London Academy
8,MARINNA KROJN,42/100,14/32,2019/08/07,London Academy
9,ITCH IZOD,47/100,25/32,2019/08/07,London Academy
10,KERR COUCHA,59/100,15/32,2019/08/07,London Academy
11,JUD KUBYSZEK,48/100,21/32,2019/08/07,London Academy
12,TULLY MCDOUAL,79/100,19/32,2019/08/07,London Academy
13,MORDECAI BATTYLL,42/100,20/32,2019/08/07,London Academy
14,MILT FLOWERS,44/100,15/32,2019/08/07,London Academy
15,JOZEF BURR,57/100,18/32,2019/08/07,London Academy
16,RAFI ANDRZEJCZAK,60/100,19/32,2019/08/07,London Academy
17,MELESA MAULT,51/100,17/32,2019/08/07,London Academy
18,KATUSCHA RANSFIELD,57/100,22/32,2019/08/07,London Academy
19,BETTEANNE GOLD,45/100,19/32,2019/08/07,London Academy
20,DEMETRIUS TUNSTALL,58/100,16/32,2019/08/07,London Academy
21,MARGERY WINSPUR,50/100,16/32,2019/08/07,London Academy
22,XYMENES PRETOR,66/100,21/32,2019/08/07,London Academy
23,BOB ROGERSON,74/100,19/32,2019/08/07,London Academy
24,NEALL MAYOR,57/100,23/32,2019/08/07,London Academy
25,ILYSA KIGGEL,61/100,19/32,2019/08/07,London Academy
26,WILFRED LAUGHREN,47/100,16/32,2019/08/07,London Academy
27,ELSBETH HARDCASTLE,43/100,21/32,2019/08/07,London Academy
28,ELOISE VOLKE,49/100,21/32,2019/08/07,London Academy
29,ALISTER BRU,56/100,20/32,2019/08/07,London Academy
30,TONNIE KNAPTON,46/100,29/32,2019/08/07,London Academy
31,LEOLINE VIGIETTI,55/100,18/32,2019/08/07,London Academy
32,ALWIN BULLMAN,66/100,23/32,2019/08/07,London Academy
33,TARRAH BUNNY,57/100,24/32,2019/08/07,London Academy
34,CHESTER HANSELMANN,52/100,19/32,2019/08/07,London Academy
0,ROLLAND DINKIN,53/100,23/32,2019/02/07,Birmingham Academy
1,HERMY WITHERBY,58/100,18/32,2019/02/07,Birmingham Academy
2,FANNIE MCGOOGAN,63/100,23/32,2019/02/07,Birmingham Academy
3,ENOCH BATTE,53/100,29/32,2019/02/07,Birmingham Academy
4,CHRISSY LEFTBRIDGE,48/100,16/32,2019/02/07,Birmingham Academy
5,IDELL JOINER,49/100,14/32,2019/02/07,Birmingham Academy
6,WOLF CATTERMULL,65/100,15/32,2019/02/07,Birmingham Academy
7,AVRAM DANK,64/100,18/32,2019/02/07,Birmingham Academy
8,TRIPP BUSST,61/100,13/32,2019/02/07,Birmingham Academy
9,THAXTER PLAID,67/100,17/32,2019/02/07,Birmingham Academy
10,JOSE LARHAM,45/100,19/32,2019/02/07,Birmingham Academy
11,CHRISTY KYSTON,65/100,20/32,2019/02/07,Birmingham Academy
12,DARYL MCKILLOP,47/100,18/32,2019/02/07,Birmingham Academy
13,JILLY LAMPETT,50/100,22/32,2019/02/07,Birmingham Academy
14,SHAWN BOWMER,65/100,20/32,2019/02/07,Birmingham Academy
15,DES DIMOND,61/100,23/32,2019/02/07,Birmingham Academy
16,GARDINER DI RUGGIERO,57/100,20/32,2019/02/07,Birmingham Academy
17,DANIT MATOKHNIN,44/100,14/32,2019/02/07,Birmingham Academy
18,LENNIE MOUNCHER,44/100,23/32,2019/02/07,Birmingham Academy
19,ABBY PALLATINA,56/100,18/32,2019/02/07,Birmingham Academy
20,JOSY NELL,58/100,21/32,2019/02/07,Birmingham Academy
21,PAXON WITCOMBE,61/100,25/32,2019/02/07,Birmingham Academy
22,BOND KIMMEL,50/100,19/32,2019/02/07,Birmingham Academy
23,BOBBY LEARMONT,40/100,22/32,2019/02/07,Birmingham Academy
24,HILLEL CONNECHIE,57/100,18/32,2019/02/07,Birmingham Academy
0,CHRISTYNA THIRLWELL,56/100,25/32,2019/03/07,Birmingham Academy
1,RANDEE MACKISON,52/100,22/32,2019/03/07,Birmingham Academy
2,DOT MCGINLY,55/100,14/32,2019/03/07,Birmingham Academy
3,INGELBERT FRI,64/100,17/32,2019/03/07,Birmingham Academy
4,ZACHARIAS ARNAUDUC,51/100,17/32,2019/03/07,Birmingham Academy
5,RHONDA REVANCE,55/100,19/32,2019/03/07,Birmingham Academy
6,BARY BRAMBLEY,59/100,16/32,2019/03/07,Birmingham Academy
7,AUDI WESTMACOTT,51/100,20/32,2019/03/07,Birmingham Academy
8,HONORIA STAZIKER,55/100,16/32,2019/03/07,Birmingham Academy
9,HEINDRICK KEAY,56/100,22/32,2019/03/07,Birmingham Academy
10,ADAN JEACOCK,51/100,13/32,2019/03/07,Birmingham Academy
11,VERNE FRANCESCUZZI,50/100,21/32,2019/03/07,Birmingham Academy
12,EMMIE BELLISON,33/100,18/32,2019/03/07,Birmingham Academy
13,AINSLIE SIMEON,53/100,30/32,2019/03/07,Birmingham Academy
14,KRYSTALLE MUZZLEWHITE,42/100,16/32,2019/03/07,Birmingham Academy
15,NORINE BOLUS,49/100,15/32,2019/03/07,Birmingham Academy
16,MICHAIL ARKLE,57/100,22/32,2019/03/07,Birmingham Academy
17,CANDIDA CHILLEY,56/100,18/32,2019/03/07,Birmingham Academy
18,ASHLEY FITZHARRIS,62/100,21/32,2019/03/07,Birmingham Academy
19,PAGE ROUBAY,50/100,18/32,2019/03/07,Birmingham Academy
20,DANELLA MUNTON,51/100,22/32,2019/03/07,Birmingham Academy
21,ZONDA BABBIDGE,58/100,19/32,2019/03/07,Birmingham Academy
22,GENNIE DAVIDESCU,49/100,27/32,2019/03/07,Birmingham Academy
23,SARAANN ANDRIOLLI,48/100,18/32,2019/03/07,Birmingham Academy
24,TEMP SNELMAN,46/100,20/32,2019/03/07,Birmingham Academy
25,CHILTON FRIDAYE,60/100,25/32,2019/03/07,Birmingham Academy
26,GAE CRUTCH,55/100,18/32,2019/03/07,Birmingham Academy
27,ROSITA CABEL,52/100,23/32,2019/03/07,Birmingham Academy
28,LEMMIE WYLAM,61/100,22/32,2019/03/07,Birmingham Academy
29,BOWIE NOLTON,62/100,22/32,2019/03/07,Birmingham Academy
0,LAURELLA DAINTREY,55/100,25/32,2019/05/07,London Academy
1,OMAR BROMILOW,62/100,22/32,2019/05/07,London Academy
2,FABIO VEDISHCHEV,40/100,13/32,2019/05/07,London Academy
3,FAX SCHANKELBORG,50/100,25/32,2019/05/07,London Academy
4,ALBIE ROMANSKI,55/100,22/32,2019/05/07,London Academy
5,WINNIFRED HINGELEY,56/100,22/32,2019/05/07,London Academy
6,PRISCA GINNALLY,51/100,23/32,2019/05/07,London Academy
7,VALENTINE BROSINI,51/100,17/32,2019/05/07,London Academy
8,FIFINE WREIGHT,65/100,16/32,2019/05/07,London Academy
9,FREE NICHOLES,58/100,24/32,2019/05/07,London Academy
10,MAGGY CLAPISON,56/100,20/32,2019/05/07,London Academy
11,DORY COOKSEY,54/100,21/32,2019/05/07,London Academy
12,FRANCISCO TEBBOTH,62/100,16/32,2019/05/07,London Academy
13,GAEL EICK,50/100,19/32,2019/05/07,London Academy
14,TEODOR PATTLEL,47/100,16/32,2019/05/07,London Academy
15,BONDON SMETHURST,57/100,15/32,2019/05/07,London Academy
16,STACEE POINTS,45/100,17/32,2019/05/07,London Academy
17,GUNTER YOKLEY,58/100,20/32,2019/05/07,London Academy
18,AUBERON HATTER,68/100,24/32,2019/05/07,London Academy
19,ENOCH BRIGG,63/100,20/32,2019/05/07,London Academy
20,TERRANCE WOLFINGER,62/100,23/32,2019/05/07,London Academy
21,SILVIE ALLDERIDGE,51/100,21/32,2019/05/07,London Academy
22,LOREE ABBOT,60/100,17/32,2019/05/07,London Academy
23,BROOKE CRIDLIN,59/100,14/32,2019/05/07,London Academy
24,ROZE KYLES,58/100,20/32,2019/05/07,London Academy
25,ERROL ALLDERIDGE,46/100,16/32,2019/05/07,London Academy
0,HALE LAZARE,46/100,22/32,2019/11/07,Birmingham Academy
1,NIGEL GORELLI,43/100,21/32,2019/11/07,Birmingham Academy
2,SALEEM WHIMPER,61/100,12/32,2019/11/07,Birmingham Academy
3,INIGO SCHOLLER,48/100,19/32,2019/11/07,Birmingham Academy
4,DAFFI FLAUNE,56/100,20/32,2019/11/07,Birmingham Academy
5,LORNE FARRAND,56/100,11/32,2019/11/07,Birmingham Academy
6,DORISA GERRIT,66/100,14/32,2019/11/07,Birmingham Academy
7,ANSEL RANDERSON,55/100,14/32,2019/11/07,Birmingham Academy
8,ROSY OSBAND,56/100,21/32,2019/11/07,Birmingham Academy
9,JOLYN BROMILOW,49/100,22/32,2019/11/07,Birmingham Academy
10,REYNOLDS BRAIDEN,49/100,19/32,2019/11/07,Birmingham Academy
11,ALYSE THIESE,59/100,15/32,2019/11/07,Birmingham Academy
12,GARRICK YAKOBOVICZ,59/100,21/32,2019/11/07,Birmingham Academy
13,JUSTINO DI BIASI,60/100,17/32,2019/11/07,Birmingham Academy
14,KRISTIN BARDILL,61/100,15/32,2019/11/07,Birmingham Academy
15,CHRISY MARKLOW,46/100,17/32,2019/11/07,Birmingham Academy
16,EDVARD KERFORD,56/100,20/32,2019/11/07,Birmingham Academy
17,EDIN BENDLE,52/100,20/32,2019/11/07,Birmingham Academy
18,CRISTOBAL FURNIVAL,51/100,16/32,2019/11/07,Birmingham Academy
19,ADAN GREMANE,56/100,15/32,2019/11/07,Birmingham Academy
20,ORALIE MUSSOLINI,60/100,19/32,2019/11/07,Birmingham Academy
21,ELECTRA DE WERK,60/100,17/32,2019/11/07,Birmingham Academy
22,AMBLE DIMITRU,53/100,16/32,2019/11/07,Birmingham Academy
23,ADALINE WARRENDER,56/100,21/32,2019/11/07,Birmingham Academy
24,ORION KORNEICHUK,55/100,14/32,2019/11/07,Birmingham Academy
25,DELPHINIA MANIE,66/100,16/32,2019/11/07,Birmingham Academy
26,IGGIE HASLUM,61/100,19/32,2019/11/07,Birmingham Academy
27,SHEPHERD EGALTON,53/100,25/32,2019/11/07,Birmingham Academy
28,MOIRA RODENHURST,52/100,20/32,2019/11/07,Birmingham Academy
0,LETTA HALSTON,50/100,22/32,2019/08/08,Birmingham Academy
1,RIVALEE EAGLETON,58/100,20/32,2019/08/08,Birmingham Academy
2,KIRBEE CLEMENTET,56/100,18/32,2019/08/08,Birmingham Academy
3,MONA WILLIMOTT,58/100,19/32,2019/08/08,Birmingham Academy
4,SILVIE GUILLOU,48/100,20/32,2019/08/08,Birmingham Academy
5,HILDY LANDRE,56/100,21/32,2019/08/08,Birmingham Academy
6,HERB MCILMORIE,53/100,22/32,2019/08/08,Birmingham Academy
7,JACYNTH LASCELL,39/100,19/32,2019/08/08,Birmingham Academy
8,DARRIN STOFFEL,58/100,21/32,2019/08/08,Birmingham Academy
9,MILES WATER,58/100,21/32,2019/08/08,Birmingham Academy
10,WILEY RENZO,36/100,22/32,2019/08/08,Birmingham Academy
11,SIDNEY LE BATTEUR,57/100,20/32,2019/08/08,Birmingham Academy
12,LUZ GASPARRO,52/100,27/32,2019/08/08,Birmingham Academy
13,ANGELITA BELLIE,47/100,16/32,2019/08/08,Birmingham Academy
14,MILTON CONAGHAN,54/100,18/32,2019/08/08,Birmingham Academy
15,PUTNEM HESSING,57/100,27/32,2019/08/08,Birmingham Academy
16,GARALD BANASEVICH,57/100,27/32,2019/08/08,Birmingham Academy
17,ROSEMONDE TOFFOLONI,48/100,22/32,2019/08/08,Birmingham Academy
18,ARRON CUERDALL,57/100,21/32,2019/08/08,Birmingham Academy
19,JOSH YOUENS,51/100,22/32,2019/08/08,Birmingham Academy
20,HEINRIK ALLWELL,51/100,22/32,2019/08/08,Birmingham Academy
21,LEONERD SCAMEL,52/100,23/32,2019/08/08,Birmingham Academy
